Marker	Ch1	Ch2	Ch3	Ch4	Ch5	Ch6	Ch7	Ch8
0	BF3C	EEE5	F6CB	C90F	8E8A	8757	7484	7281
0	8E996	6FBF9	68DAF	85B6C	1AA4E	16179	C8EA	CBE3
0	5598A	42854	3DCFC	50237	F730	CD28	7529	7743
0	1EBA0	2B611	2CEA0	21D0A	1F1BF	1DFAC	1ADDF	1AA34
0	5DB58	86759	8C0F3	675B7	5E3AE	5A6DD	50E48	4FCF3
0	BFDD	EF75	F755	C9B4	8EC0	8	F70307	94406
0	55E80	42D2F	3E199	50759	F7D2	CDB2	7575	7796
0	1E62B	2B081	2C94B	2177D	1EC35	1DA3B	1A893	1A4F5
0	5D09C	85B9F	8B5A0	66ABC	5D8CB	59C40	5041F	4F2F6
0	BE54	ED92	F56C	C815	8D5A	8633	7390	718A
0	8EA7D	6FC46	68E64	85C0D	1A83A	15FC3	C7EA	CAE1
0	55727	42760	3DCBD	50024	F6B2	CCC1	74E3	7705
0	1EE62	2B99B	2D1C2	21FF2	1F459	1E23C	1B02E	1AC7E
0	5DBCC	8675A	8BFAF	675F8	5E39C	5A6E3	50E48	4FCE8
0	BEA3	EDE2	F5A4	C862	8DE8	86B1	73C6	71C1
0	8EBAA	700B4	69318	85E5C	1AFA1	16635	CB74	CEB3
0	5556E	4263D	3DB7C	4FEBC	F7BA	CDA7	755D	7792
0	1ED28	2B8F0	2D101	21EE5	1F32F	1E10B	1AED7	1AB2A
0	5D8BC	864B2	8BCA3	6731E	5E0C8	5A422	50B70	4FA2F
0	BD7D	EC92	F448	C731	8CFD	85DA	733B	7133
0	8E397	6F852	68A17	8560A	1AA00	16146	C8F6	CBF6
0	55346	42432	3D91D	4FC88	F682	CC9A	74E8	770C
0	1E46E	2AB62	2C417	2141F	1E8E0	1D7B5	1A6D6	1A333
0	5CD7B	850BF	8AA90	66400	5D239	5976B	500DF	4EFA6
0	BEFE	EDE3	F5B8	C89A	8DAF	8686	73B5	71B5
0	8F05E	70308	69448	861EF	1AD52	16454	CA81	CDB7
0	5561E	425F9	3DA88	4FEE2	F6A4	CCCB	74E3	7722
0	1F07F	2BB80	2D380	22219	1F652	1E43B	1B20A	1AE6F
0	5DDD8	866C7	8BE05	677AF	5E511	5A883	50FCB	4FEAF
0	C079	EECB	F659	CA04	8D95	8660	737E	717F
0	900D4	71077	6A27F	8719E	1AE06	164CD	CA81	CDD4
0	55693	426C7	3DC3D	4FF7A	F685	CCAF	74BC	7702
0	1E765	2B133	2C910	21875	1ED5E	1DB7C	1AA12	1A689
0	5CB50	850A8	8A729	663D6	5D332	5974F	50063	4EF8D
0	BD90	EB7C	F2E7	C6FD	8C1F	850A	7268	706F
0	8E928	6FA7F	68CF4	85A70	1ABC2	1631F	C9D8	CD27
0	54C1D	41DCF	3D3B8	4F568	F5A4	CC13	7480	76D3
0	1E772	2B27B	2CAC3	218EB	1ED61	1DB61	1A986	1A5F4
0	5CD30	85596	8AD7F	66691	5D4DB	598A9	500E2	4EFDA
0	BD45	EBC3	F355	C6DB	8C61	8545	72A5	70A4
0	8E50F	6FB2A	68D57	857E4	1AB4D	1627E	C96A	CCAE
0	5500A	42279	3D7E1	4F9AF	F6A5	CCCC	74EE	7730
0	1EF71	2BAEB	2D318	2212E	1F546	1E317	1B0F9	1AD54
0	5DA0B	86376	8BB30	673F1	5E13E	5A49C	50C52	4FB26
0	BF00	ED31	F4BB	C880	8CD3	85A8	72EF	70F0
0	8F344	7032E	69517	86455	1AC01	1630A	C9DD	CD1A
0	5500D	420F3	3D68B	4F931	F5CA	CC0B	748C	76CF
0	1EAFE	2B56A	2CD7B	21C5E	1F0D4	1DEB5	1AD15	1A979
0	5D010	856B1	8AE05	66925	E0000	5E6	E00757	B80793
0	8E6F1	6F940	68AA5	858C3	1A924	16082	C893	CBB7
0	54F0D	420A9	3D5BE	4F87B	F56E	CBAD	7460	769F
0	1ED0B	2B7F8	2D04F	21E8B	1F2C7	1E0A1	1AECA	1AB22
0	5D352	85A96	8B298	66C7C	5DA50	59DC7	50673	4F545
0	BE38	EC5D	F3EC	C7B5	8C4D	851D	7266	706B
0	8F2CF	70769	6998B	86537	1AF0C	165A9	CB3D	CE93
0	5508E	42355	3D8EF	4FA3B	F6AA	CCC2	74E7	772E
0	1E88E	2B157	2C96F	21978	1EE7A	1DC7B	1AB3B	1A7A1
0	5CDDD	8517A	8A8FF	66628	5D580	59931	502BC	4F19B
0	BDD2	EBD4	F35E	C741	8C44	8521	728B	7089
0	8EA86	6FC56	68E86	85B7C	1AB0B	1622A	C95E	CCAE
0	54CF0	41EC8	3D472	4F61F	F554	CB9B	7444	7695
0	1E342	2AA46	2C22A	212DB	1E789	1D655	1A5AA	1A21F
0	5C5B0	84507	89BCD	65B03	5C9CB	58F3A	4F9FE	4E911
0	BCF6	EAD1	F242	C650	8BD5	84CA	7256	7055
0	8E508	6F8CE	68A6A	8572C	1AAAA	161EE	C96D	CCB0
0	54E0B	4204D	3D56E	4F7AC	F5D0	CC0E	749A	76EB
0	1E73D	2B073	2C89A	2185D	1ED35	1DB4F	1A9DF	1A63E
0	5CA98	84E9B	8A619	6634A	5D26C	59680	4FFB8	4EE85
0	BDAC	EB93	F314	C71F	8BFB	84E4	724A	7047
0	8ED21	6FEEA	690F3	85EA5	1AB33	16256	C932	CC77
0	54E33	41FC9	3D54B	4F79A	F544	CB91	7417	7662
0	1E5F4	2AEA2	2C6CB	216CD	1EBC0	1D9EF	1A8D1	1A53F
0	5C7B1	84A35	8A1BC	65FC8	5CEFB	59358	4FD2B	4EC24
0	BC1C	E9FD	F17F	C58D	8B31	8431	71D8	6FD0
0	8DFA4	6F29C	684B0	851B8	1A5E5	15DD0	C6BF	C9C8
0	54CB4	41E0F	3D37C	4F636	F423	CAA2	739A	75D3
0	1E22B	2AAEC	2C3E4	21324	1E7FC	1D634	1A521	1A17E
0	5C633	84BAD	8A5C6	65F3E	5CD96	591B2	4FAFF	4E9CA
0	BE79	ECF0	F4AA	C818	8CCB	85A2	72E5	70E0
0	8F0A2	701D9	69274	8623C	1AC20	1635C	C9A2	CCF4
0	5522B	422C1	3D745	4FB5E	F5F6	CC49	746C	76B9
0	1E9BA	2B3D1	2CC2C	21B28	1EF6F	1DD7A	1ABE0	1A837
0	5CF78	856C1	8AF7B	66921	5D65F	59A4F	502ED	4F1AA
0	8EF81	6FFCE	69129	86111	1A83F	15FD1	C79F	CAD3
0	54E9C	41FB3	3D4F5	4F7F8	F43F	CAB9	7388	75CF
0	1E548	2AF57	2C7B7	2167D	1EAD5	1D8F0	1A74B	1A3B1
0	5C798	84E28	8A6AE	66088	5CE12	5921B	4FAAC	4E995
0	BD0E	EB3B	F2DD	C68A	8B8B	8475	71E6	6FE5
0	8EA63	6FB24	68C72	85B7C	1A909	16077	C80F	CB41
0	55092	42110	3D603	4F98D	F543	CB91	7412	7651
0	1E8F0	2B211	2CB0D	21A12	1EE14	1DCD0	1AB75	1A7C6
0	5CFEE	85682	8B0EA	66947	5D5C6	59AFD	503D3	4F27A
0	BE8E	ED42	F510	C839	8CE7	85C1	72F0	70E6
0	8EEA2	70220	692D3	86136	1AD6C	16448	CA3F	CD88
0	5F7FB	89111	8EF13	69745	600CD	5C35F	527CC	516BA
0	DCDF	130E1	13EB8	EFBB	C93E	C0A1	A9F4	A700
0	7E83F	6325F	5CFCF	767CB	17834	13802	B08A	B38E
0	66D63	4FEC8	4A2AC	602AF	127E7	F562	8C44	8ED3
0	177B2	20F84	22257	19D45	17A05	16CB6	1465F	14425
0	600CF	89AD1	8F8DC	6A0C3	6098C	5CC43	52FF7	51ECC
0	DE02	132CA	140B9	F119	CA92	C1F1	AB0D	A819
0	7E840	63506	5D1AF	76922	17BCF	13B40	B278	B596
0	671BD	50314	4A5DE	60767	129E8	F734	8D5E	8FFA
0	178B1	21080	22345	19E3B	17AE1	16D9B	14747	14510
0	604D4	89FC5	8FDEE	6A4EB	60D45	5CFF7	53366	52232
0	DE5B	1337B	1417D	F189	CB0B	C26B	AB84	A88B
0	7E19B	62F2D	5CC70	762DA	177E8	137C5	B05A	B34A
0	6713C	502CB	4A618	60701	1290B	F66C	8CD6	8F5D
0	17475	20B6E	21E0C	199E1	1769D	16959	14333	140FF
0	5FF7D	899FE	8F81E	69FD1	60809	5CA80	52DD8	51CAB
0	E025	135B6	143D9	F378	CC7A	C3B3	AC7F	A984
0	7F388	64158	5DF1A	774E5	17FDE	13EA9	B3F6	B738
0	67B12	50C02	4AF88	610B7	12C8B	F95E	8E50	90F4
0	1731E	20851	21AC2	19823	1754D	16812	1424C	1400D
0	6007E	89892	8F6B8	6A06F	60960	5CB94	52F9F	51E2C
0	E0D9	136F9	1453F	F45D	CD9E	C4C3	AD8F	AA88
0	7E92F	63963	5D694	76B61	17E06	13D1B	B364	B672
0	678BA	50A83	4AD6A	60EA9	12C1B	F90A	8E5C	90DF
0	16F23	202A4	215B0	19341	17022	1637C	13E07	13BD0
0	5FD39	89214	8F2D9	69AEB	602BF	5C66F	52AB8	5195F
0	E1C8	13816	146B5	F53B	CEA9	C5E0	AE97	AB8E
0	7E2F5	631E4	5CF96	76495	17BD2	13B29	B232	B537
0	67973	509CD	4AD06	60EE0	12BD1	F8C3	8E1A	90A0
0	1730C	20861	21AE3	1983B	1754E	16803	14217	13FDE
0	604AB	89E8F	8FD64	6A587	60E3F	5D005	5334B	521DC
0	E1F1	13890	14707	F59E	CF25	C635	AEE1	ABD9
0	7E9C5	63866	5D5D3	76B38	17DDC	13CD0	B328	B631
0	68398	51218	4B4AF	61872	12DA2	FA3E	8EFE	9179
0	17476	20A96	21D0C	199B2	17684	16924	14326	140F3
0	6097B	8A57B	903F7	6AA58	612A0	5D42A	5372A	525EC
0	E1F9	138B1	14712	F5A1	CF63	C67A	AF49	AC43
0	7D93C	6280E	5C56B	75AC1	17625	1361A	AFB0	B272
0	6792A	50876	4AB29	60E51	12A5B	F765	8D90	8FFB
0	17488	20AE7	21D6A	199CB	176A3	16944	14346	14105
0	6094D	8A65A	90503	6AA52	61259	5D3EB	536D3	52565
0	E272	1395D	147C4	F625	CF81	C68E	AF38	AC29
0	7E8B8	638AF	5D63F	76AC8	17BF2	13B31	B258	B546
0	6832C	5121A	4B4C3	61858	12CE0	F999	8EAE	9126
0	17819	20DD7	220D0	19D55	17A2F	16CCF	146CB	14484
0	61335	8B01B	910B8	6B491	61C66	5DDAD	54055	52ED2
0	E34D	13ABB	14966	F72A	D0B3	C7AA	B039	AD2F
0	7E707	637DF	5D57A	76956	17D84	13C6B	B316	B611
0	68A72	51814	4BA43	61F43	12EEF	FB3A	8FB7	9229
0	16FE3	2033B	215ED	193E7	170BC	16406	13EAD	13C76
0	605EB	89E93	8FEB8	6A489	60C2A	5CF40	53316	521B7
0	E3AC	13B4A	14A05	F77D	D123	C83A	B0CA	ADBF
0	7DE65	62D71	5CAEE	7605F	179B6	13938	B152	B42B
0	68565	51255	4B4A0	61A1A	12D8C	FA1C	8F03	916F
0	1705B	204D9	2179D	19551	171F4	1652C	13F9A	13D63
0	6073F	8A39C	90426	6A8B8	60F9D	5D266	53597	5244B
0	E455	13C5F	14B31	F85E	D1BF	C8C6	B12E	AE28
0	7E5C6	637C8	5D5CE	768C6	17E09	13CF7	B35C	B63E
0	689D5	5182F	4BAD9	61F11	12FCD	FBFD	9028	927F
0	172DC	206AD	21960	1972D	173C1	166F3	14160	13F2A
0	E	476013	CE1014	BC700F	87E00D	22200C	92600B	19F00A
0	7DBA2	62B7C	5C900	75DF2	17856	137F4	B089	B34F
0	68B9D	517A5	4B9AC	6202B	12E6F	FABA	8F58	91B0
0	16F5A	20251	214BB	1936E	17021	16365	13E0B	13BD8
0	60753	8A002	8FF44	6A65F	60D95	5D07C	53416	522DB
0	E478	13C7A	14B2A	F868	D206	C90F	B18F	AE8A
0	7E24F	63269	5CFD3	7648A	17A28	13968	B149	B410
0	68FE8	51B7D	4BD30	62435	12F12	FB3A	8F9F	91F4
0	170B7	20466	216F4	194F7	17186	164B5	13F0F	13CD0
0	60E28	8AAC0	90B1F	6ADFF	61484	5D713	53988	52827
0	E5E4	13EC9	14DC1	FA00	D3B0	CAA3	B2DE	AFD8
0	7E340	63782	5D547	766BB	17F1D	13D93	B38B	B674
0	696E6	52327	4C48B	62B6B	13200	FD8E	90E9	9340
0	1671F	1F58D	20889	18A39	167D3	15B78	136DB	134C2
0	5FE84	88FD8	8F27B	69C4B	604FE	5C87D	52CD6	51BCA
0	E594	13EAE	14DFF	F9D1	D427	CB37	B39A	B090
0	7C7A5	61C1B	5B9D6	74AF5	173C8	134E0	AEF8	B175
0	68F75	51A9A	4BBBC	6237C	12E97	FB0D	8FB5	91E4
0	16AD2	1FB83	20E71	18E83	16B84	15F08	139EB	137BE
0	6048F	89B42	8FCFE	6A3C0	60B49	5CE91	531AE	5208E
0	E547	13E74	14D8C	F989	D3E4	CAC0	7	CF4106
0	6991B	521D2	4C223	62C51	13057	FC75	905C	9293
0	169AE	1F965	20C58	18D24	16A44	15DED	13903	136DF
0	60817	89F8C	90248	6A776	60E9A	5D216	534E7	523CF
0	E76E	141A2	15108	FBEF	D605	CCFC	B4FE	B1FA
0	7D340	6288E	5C5DA	75716	17911	1382D	B0A6	B341
0	6A263	52ABA	4CA7F	635D6	1332F	FE52	918F	93C0
0	16635	1F661	20954	189B3	166B9	15A5E	13589	1335C
0	60373	89DF4	900EA	6A345	60A44	5CDAC	53051	51F21
0	E81A	142E5	1525D	FCB6	D6B3	CDB3	B5A5	B29B
0	7CE4D	62335	5C0DA	751CE	17556	13644	AF93	B20F
0	69C45	524ED	4C54E	62F8A	1310C	FD1F	90D1	92F7
0	16572	1F3E1	20679	18895	16608	159C9	13543	13384
0	60491	89C39	8FE23	6A3E8	60B40	5CEBE	531B8	521BC
0	E8DB	1441B	1538A	FD98	D7B8	CEA9	B672	B37C
0	7CD95	6244D	5C222	751CB	1788C	13927	B137	B3D2
0	6A3C5	52BC9	4CBBF	636F9	133A7	FF53	921C	9449
0	16045	1EDF6	2007D	18336	160D4	154A1	1304B	12E89
0	5FA05	89035	8F1FC	698EE	6015F	5C504	5289B	5188E
0	E833	14378	152E2	FCEA	D766	CE67	B667	B36A
0	7C433	61AE6	5B836	74882	171F0	13322	ADE4	B030
0	6A39D	52ADD	4CA35	636AB	131B2	FD77	9119	9326
0	162B6	1F0B2	20326	185B6	16326	156E9	13275	130AA
0	601C0	89ADB	8FCB5	6A12E	60895	5CC12	52EED	51EC4
0	E8AD	144D1	15458	FD8C	D858	CF58	B72D	B429
0	7BBD2	61494	5B199	740AF	1734D	134C7	AEA7	B0CF
0	6A909	52FAB	4CE29	63BD5	1340E	FF86	9239	942B
0	1680E	1F716	20979	18B67	16868	15C03	13732	134EE
0	610E1	8ADAE	90F55	6B146	617D6	5DADB	53CF0	0
0	7BDBE	6178C	5B54C	742EB	1727B	13401	AE24	B052
0	6A87A	52F91	4CEA0	63B72	132F8	FE98	91A2	9399
0	161E6	1F08C	202FA	184F1	16232	155E2	13135	12F12
0	60380	89F3E	9011C	6A305	60A66	5CDA5	52FBF	51E9E
0	E97D	14602	15595	FE5F	D974	D06F	B836	B523
0	7B4CB	60FC0	5ADD0	73A0A	17266	1340D	AE63	B094
0	6A99C	53045	4CF32	63C44	13419	FF97	9259	945B
0	1628C	1EF18	20128	18527	162CF	15699	13246	1307F
0	60A80	8A27F	90324	6A95D	61182	5D4D6	5373E	52709
0	EBE6	148B9	1582D	100DF	DBA7	D292	BA28	B71C
0	7BB63	6143D	5B1B1	74009	173F5	1356D	AF5A	B182
0	6ABD4	5314B	4CFCD	63E18	134E2	10055	92F7	94EB
0	161D2	1EDA6	1FF8D	1844E	16228	15600	131DA	13011
0	60B42	8A26B	902BE	6A9FD	6127A	5D5E4	53896	5283A
0	EC3A	14962	158E3	10147	DC3E	D32E	BACC	B7B7
0	7B814	61216	5AFD1	73D3D	171A4	13342	AE22	B01C
0	6B55B	538D5	4D6DE	6471F	135DC	100F7	9358	9544
0	15D6E	1E8DC	1FAA8	17FA4	15D8B	1516D	12D93	12BC3
0	6049A	89C8E	8FCC7	6A2F9	60B96	5CEF4	531F4	52163
0	EC1C	149DF	15967	10142	DCEE	D3D2	BB59	B843
0	7A37D	6005F	59E5D	7293B	170DF	132A9	ADA1	B0D8
0	6B325	536CC	4D492	644C7	13734	10224	93F4	9676
0	16027	1EC6C	1FE16	1829E	16048	15416	13009	12E85
0	60BAD	8A696	91C00	E	DC0014	BD9015	B48010	2F600D
0	7BB55	617FF	5B557	74164	17599	136A8	AFF5	B2B2
0	6C14A	543E0	4E0E2	652CA	13984	1040E	951A	979C
0	15BE3	1E6F4	1F87F	17E0D	15BA6	14F84	12BFF	12A55
0	604BA	89DC7	8FD46	6A382	60AE8	5CE00	531B6	521CE
0	ED77	14BE5	15B64	102CA	DE1F	D4EE	BC71	B960
0	7A954	606F3	5A4D7	72F87	1714D	132DF	AE34	B077
0	6BE7E	5409C	4DDD8	64FD6	138D8	10373	9505	9741
0	15D26	1E876	1FA01	17F88	15CF7	150C7	12D41	12B81
0	607CF	8A1A4	90135	6A744	60EA8	5D1BD	535F0	52598
0	EE4C	14CBA	15C41	103A5	DEA6	D57D	BD12	B9F5
0	7B491	61052	5AE61	73A27	172CB	13415	AF07	B128
0	6C0B9	5428C	4E02D	651E2	138EF	10374	951F	9739
0	15DD4	1E8B3	1F9FB	18010	15DAB	1518C	12E20	12C5A
0	6096F	8A348	901D0	6A8A3	61027	5D354	537B5	52736
0	ED88	14C80	15BF3	102F5	DE94	D567	BD0A	B9EC
0	7A242	602EB	5A0C9	72942	170FB	132A6	AE18	B153
0	6BF1C	54244	4DF3E	650AD	13951	103E2	9541	97E9
0	157A3	1DFE6	1F105	17929	15754	14B57	1288E	126C3
0	605ED	89D07	8FC08	6A450	60C63	5CF66	5342F	52359
0	7AC94	60AF9	5A8B7	732C8	17383	134CE	AF65	B180
0	6C916	549A2	4E613	659DA	13AAE	10503	95EF	980C
0	1600B	1EBAD	1FCE6	1829E	15FC8	15394	12FC3	12DF1
0	6192B	8B994	9187F	6BA7A	62040	5E2BE	544DD	533FC
0	F1E5	15274	16213	107C1	E2CE	D975	C095	BD5E
0	7A730	60737	5A572	72E05	171CC	13340	AE3B	B190
0	6C2CA	544A9	4E1C0	65408	13985	103FF	9530	97E1
0	1626D	1EE00	1FF16	184DC	1624D	15613	13240	1306E
0	61D74	8BE0E	91C57	6BE5D	624B9	5E727	5493E	53866
0	F123	151D9	16170	10700	E258	D902	C039	BD02
0	7A0CA	5FEDF	59F1C	727D1	16EF8	13113	AD50	B070
0	6C712	54622	4E3E7	65801	1397B	10421	9575	9817
0	15AB3	1E3D5	1F4CB	17C90	15A50	14E66	12B32	12968
0	60BC1	8A517	90338	6AB25	612A0	5D622	53992	528CB
0	EFD3	15005	15FA7	105A0	E18D	D85A	BF9D	BC67
0	78D76	5EFCB	5926D	715B3	16C5C	12ED4	ABB3	AEBA
0	6C08F	54116	4E051	651E0	13938	103FD	9529	97BF
0	15980	1E161	1F22E	17AF5	15915	14D42	12A57	12896
0	60E3A	8A7D1	90635	6AD40	6154B	5D8B1	53C10	52B58
0	F1E8	1532F	16310	107E0	380000	F31F	80BF37	A0B384
0	6CE23	54BDD	4EA89	65DF5	13BDB	10653	965B	9913
0	15665	1DED9	1EFAB	1780D	1560A	14A01	12702	1252C
0	60875	8A4AE	90345	6A863	610A2	5D30A	53619	52502
0	F1E8	1537A	16365	107FC	E3C7	DA53	C157	BE0C
0	79566	5F304	5957B	71B2F	16B89	12DD0	AB02	AE04
0	6CD30	54914	4E7F5	65C62	13A7C	104DC	9596	9830
0	15753	1DF9C	1F071	178ED	156F9	14AF3	127FC	1262F
0	608EA	8A455	902DA	6A8A8	61125	5D38B	536D2	525DD
0	F13F	152D3	162B9	10758	E377	D9FC	C0FE	BDB9
0	78DA1	5F002	59326	7151C	16DF1	12FEB	AC18	AF37
0	6CA58	548BD	4E80C	65A83	13B93	105CD	9603	98B1
0	152E4	1D971	1EA05	1741A	15296	146A3	12416	1224E
0	602C4	89B11	8F8FD	6A20D	60B88	5CDF7	531F9	520F2
0	F1C2	153A4	16394	107FD	E470	DAF0	C1F8	BEA8
0	78323	5E629	588DF	70A77	16AE8	12D51	AAE4	ADD5
0	6CC77	54983	4E811	65C1A	13BBB	105EA	963F	98E3
0	151FB	1D8D3	1E95E	17336	15194	14599	1231E	12152
0	604E1	8A03F	8FECE	6A48C	60DDC	5D006	533D9	522B8
0	F38C	1563D	16670	1	E32581	7BBF41	646A41	C4EB40
0	6D66F	55203	4F023	6659F	13CBA	106D1	96A7	994E
0	154AB	1DBFB	1EC9D	1761E	15433	14835	12564	12392
0	60AF8	8A7A6	90690	6AB45	61430	5D666	53970	52838
0	F43C	156F6	1672C	10AA0	E699	DD08	C3D2	C07A
0	795E3	5F703	599A5	71C9C	16EB4	130C3	AC81	AFA5
0	6D7A7	5532E	4F18F	666C3	13D20	10740	96BF	9974
0	151A4	1D8A1	1E928	172FE	1511F	14528	1227B	120AA
0	606A5	8A2F1	90140	6A6F9	60F53	5D16F	5346C	52332
0	F44B	15731	1674B	10AC4	E6E7	DD4C	C40F	C0B1
0	78AB5	5ED25	58FB8	71208	16C09	12E72	AB5A	AE53
0	6D79A	552E4	4F0EE	666E8	13D57	10774	96FC	99A0
0	151ED	1D951	1E9EE	17353	15144	14557	12290	120BA
0	60830	8A608	904B7	6A8B1	610C2	5D30D	535A7	52466
0	F450	1576C	1679A	10AD3	E73E	DDA4	C45F	C104
0	784DC	5E7E1	58A72	70C70	16B26	12D8C	AAC7	ADBC
0	6DC93	555C5	4F341	66B56	13E03	107FD	9744	99E7
0	150CE	1D77A	1E800	171F4	15002	1441B	12190	11FBA
0	60747	8A4FF	903E8	6A79F	61009	5D237	53537	523D3
0	F4D6	1587D	168D0	10B7A	E7F0	DE4F	C00000	78152
0	6DD41	55696	4F430	66C02	13E26	10801	9739	99C5
0	151CE	1D8D6	1E954	17316	15101	144FA	12253	12078
0	60B95	8AB8F	90A8E	6AC83	61493	5D60E	5389C	52725
0	F5D1	159DC	16A3B	10C8E	E8B5	DEF2	C590	C226
0	78667	5E7DF	58A33	70D5B	16880	12B1C	A978	AC44
0	6DE40	55699	4F405	66CA4	13D24	1071F	96E4	9971
0	14E1D	1D48D	1E503	16F42	14D6E	1417A	11F18	11D4C
0	60706	8A7E4	9079E	6A851	61088	5D208	53498	5234F
0	F6EC	15BE8	16C95	10DEA	EA21	E049	C6A8	C341
0	78511	5EBDF	58E95	70E41	16C73	12E85	AB2E	AE1D
0	6E51B	55EBA	4FBDF	67454	1400B	10992	9810	9AAD
0	14FA4	1D4DC	1E58A	170A3	14EC8	142CC	1208C	11EC5
0	60C1F	8AA39	90B1E	6AD22	61583	5D6C2	539C6	52890
0	F726	15C2F	16D0C	10E2C	EABE	E0E0	C763	C3FF
0	77773	5DD80	58025	6FFF1	1678A	12A29	A8FB	ABB7
0	6E4C7	55C7C	4F955	6733A	13F31	108BA	97D4	9A54
0	1495B	1CD9E	1DDB0	16A09	147F3	13C76	11A8C	118BA
0	60297	8A0EB	9000E	6A379	60AC1	5CD4C	5309C	51F37
0	F8E8	15EC5	16F9C	11024	EC34	E252	C89E	C531
0	7848B	5E97F	58B9B	70CF4	16A24	12C79	AA6A	AD31
0	6EFE1	56634	5024F	67E10	14133	10A69	98E2	9B5A
0	14F34	1D3B1	1E3AD	17000	14DAE	0	308B58	457F20
0	F978	15F49	17010	110A6	ED16	E332	C97C	C606
0	77743	5DE80	5816C	70016	166CE	1295D	A883	AB19
0	6EC9D	562D3	4FF53	67AAD	13FDE	10922	9805	9A69
0	14EAC	1D30E	1E378	16F76	14D0A	14184	11F4A	11D79
0	60FFC	8AE62	90E92	6B112	617D7	5DA49	53CC0	52B49
0	F8BF	15EA4	16F83	10FFA	ECCD	E2FD	C957	C5E2
0	765B1	5CE5B	571B5	6EF10	161FF	12669	A6C6	A931
0	6E774	55D81	4FA32	67591	13E4C	1085C	977F	99CF
0	14938	1CD51	1DDA4	169B6	14803	13C1B	11A39	11869
1	56B91	44868	40732	5177D	10AED	DE28	7D28	7F09
1	8D13B	6DE3C	66310	841C3	19B47	15522	C3B7	C650
1	DF19	114B5	11908	EBE6	B30B	AC22	969C	967B
1	5EDBF	877C5	8D406	688C8	5F5FE	5BAD7	5209A	51016
1	1A422	25BB4	278D5	1CE6B	1A1E3	1913E	16619	1608C
1	58181	459D7	417C4	52C03	10F1C	E0DE	7E74	808C
1	8E272	6EB16	66EB0	8519A	19D90	15671	C44B	C704
1	E2C4	11973	11DD5	EFDD	B6E2	AFEC	9A1A	99F5
1	5FC59	88AD4	8E74B	69894	6054E	5C9ED	52E5D	51DBF
1	1A523	25D04	27A0E	1CF83	1A31E	19278	16741	161AA
1	578B3	44F29	40D8B	52242	1087F	DC15	7BE0	7DB2
1	8E0B1	6E614	66A51	84E51	19993	153C0	C2CD	C55C
1	DDE1	112EC	11720	EA81	B1A5	AAC6	9567	954D
1	5E89A	870CB	8CC1F	6831B	5F15D	5B666	51CCA	50C77
1	1A401	25B83	27865	1CE4B	1A1F4	19154	1663F	160B9
1	56659	440CD	3FF58	5115E	1055D	D9B0	7A4C	7BFD
1	8DC2A	6E2DA	6664C	84A95	19914	1536C	C26E	C4E8
1	DD43	11188	1157D	E9AA	AFF7	A91D	93D8	93F4
1	5E7A3	8716C	8CC52	6824A	5EF7F	5B48A	51AD2	50BA3
1	1A710	26088	27D84	1D1B7	1A4A4	193E7	16869	1630A
1	56608	44242	4007D	51170	10648	DA68	7AA2	7C4A
1	8E0DD	6E8B4	66B4D	84F6F	19A99	1548E	C303	C562
1	E27F	116D4	11AB8	EF00	B4BC	ADD0	985C	986F
1	5FD41	88860	8E358	698AB	604D9	5C9AC	52EEB	51F8E
1	1AA8F	26490	2819E	1D561	1A80A	19740	16B83	1661A
1	544F6	425B4	3E41B	4F194	FEE9	D3F0	772C	7966
1	8D653	6DE64	65FC3	844CD	19888	15285	C215	C511
1	DA69	10BD0	10F4B	E61A	AB1E	A44D	8F77	8F8F
1	5D9E6	85C55	8B64A	672D3	5E166	5A6AA	50EB1	4FF51
1	1A9C6	2641D	2813B	1D48F	1A72D	19654	16AA1	16529
1	551B5	42F75	3EE00	4FDAC	10122	D5EA	785A	79B5
1	8E35B	6E80D	669D7	85107	19ABF	15476	C349	C57D
1	DBAC	10D1F	11084	E779	AC4E	A578	909B	90B1
1	5E191	86685	8BFB4	67B68	5E92B	5AE5E	5160D	50691
1	1AC55	267FE	28505	1D764	1A9B1	198C9	16CE0	1675A
1	558C3	43723	3F58C	504F5	10554	D98C	7A46	7BCF
1	8E953	6EEA5	6700C	8573D	19E04	1574B	C4C5	C719
1	DC06	10DC4	1112D	E7DA	ACA7	A5CA	90D6	90F8
1	5E3C0	86A22	8C3FE	67DBC	5EB9A	5B0B7	517C3	508AA
1	1ACF7	268E1	2861C	1D813	1AA69	19981	16D6F	16808
1	55032	42F66	3EDF4	4FC83	101F2	D68C	78A9	7A26
1	8E712	6EC5A	66DC1	854D9	19BED	15553	C3A5	C60F
1	DA88	10C6D	10FE8	E658	AAB5	A3D2	8ECB	8EE7
1	5DB90	8632F	8BD59	675CA	5E371	5A894	50F62	4FFEF
1	1ABFA	267DF	28517	1D723	1A973	1988E	16C7C	166F8
1	54DFE	42FA7	3EE76	4FADC	1026D	D706	78F3	7A59
1	8E559	6ECF6	66E8F	853A5	19C8A	155F7	C40C	C653
1	DF2A	11167	114D7	EB22	AF42	A856	9316	9330
1	5EF39	878B0	8D256	68A54	5F729	5BC21	521E6	5125F
1	1AE6C	26A98	287A1	1D9BD	1ABEA	19B05	16ECF	16945
